battery_id,cycle_index,discharge_capacity,max_temperature,avg_voltage_load,time_to_discharge,soh
B0018,1,1.8550045207910817,38.10180309676608,3.5275462263272543,3434.891,1.0
B0018,2,1.8431955317089987,38.14987995994155,3.534835576186522,3425.485,0.993633983664338
B0018,3,1.8396018424355423,37.5266914843442,3.538246596159443,3410.375,0.9916966895859797
B0018,4,1.8306736044962053,37.06279237079503,3.537697945111872,3404.719,0.9868836350412233
B0018,5,1.8327002069419656,38.2110354381278,3.542667604586918,3417.641,0.9879761404357094
B0018,6,1.8285288846046388,38.17496505957075,3.5451037330477333,3411.766,0.9857274546289774
B0018,7,1.8212011895697924,37.64038685475582,3.5475142438631493,3399.516,0.9817772243450524
B0018,8,1.8151700106433282,37.37602884738843,3.544812433691423,3388.75,0.9785259228744274
B0018,9,1.8042980520967649,37.28928029078695,3.5434780274164095,3380.406,0.9726650430627023
B0018,10,1.8231002302844226,37.52377766578506,3.543133206790044,3404.141,0.9828009634752517
B0018,11,1.8121253520255494,37.72420412562674,3.545155146280937,3396.141,0.9768846014740459
B0018,12,1.8046916382117766,37.41366095304306,3.545032366549762,3384.094,0.9728772183488541
B0018,13,1.790844349786295,36.94724908852665,3.5440892170496827,3370.656,0.9654123910288773
B0018,14,1.783470722841926,36.707091312059944,3.541317108618481,3357.797,0.9614373996680884
B0018,15,1.7809386125310702,37.13061214416645,3.541197979542517,3363.015,0.9600723839592448
B0018,16,1.771209039672698,37.686600065941576,3.541255460524434,3357.734,0.9548273439880091
B0018,17,1.7686303996707076,37.633580732302406,3.5427478949705886,3344.187,0.9534372449488483
B0018,18,1.7536304801917124,37.15252578645951,3.541251093602656,3339.969,0.9453510546938519
B0018,19,1.7462197416415093,36.78829001793698,3.5350260562177453,3327.641,0.9413560571253055
B0018,20,1.7376647337053737,36.541146197392216,3.5326627624319777,3312.844,0.9367442042482638
B0018,21,1.7315166735475835,36.372087786130464,3.5333109441755526,3302.031,0.933429894181155
B0018,22,1.7085949894470602,36.52608510498833,3.52738705832889,3305.547,0.9210732212762566
