battery_id,cycle_index,discharge_capacity,max_temperature,avg_voltage_load,time_to_discharge,soh
B0007,1,1.89105229539079,40.59042914535701,3.522006703394617,3690.234,1.0
B0007,2,1.880637027686859,40.26023408628707,3.5319490434317116,3672.344,0.9944923428456648
B0007,3,1.8806626717011388,40.27558633997852,3.5344025220217845,3651.641,0.9945059035569906
B0007,4,1.8807709009833444,40.29314715799111,3.53492504932652,3631.563,0.9945631358622364
B0007,5,1.8794508728285058,40.268872630219796,3.534536640068787,3629.172,0.9938650969142624
B0007,6,1.8807003517117404,39.67620802332074,3.5411626672196816,3652.281,0.9945258289766596
B0007,7,1.8799352523566075,39.803817662926164,3.541165612176161,3650.828,0.9941212397661985
B0007,8,1.8815088124038797,39.88810476942348,3.5494581176357975,3572.453,0.9949533479268811
B0007,9,1.8696907870385844,39.95162250671474,3.5502805464079743,3550.594,0.9887039039563995
B0007,10,1.870052380139199,40.052021854718284,3.5481347674910286,3551.25,0.9888951165957833
B0007,11,1.8700442394188577,40.1213838436794,3.5484272148956437,3530.25,0.9888908117331621
B0007,12,1.8596518987766364,40.174657039770814,3.5560433603714667,3491.016,0.9833952785490447
B0007,13,1.8590746560862206,40.016434730174936,3.5604849642800684,3470.281,0.9830900290898824
B0007,14,1.8590084577709232,40.16569230743226,3.5562872542469752,3470.0,0.9830550230165661
B0007,15,1.8593622586957048,39.46139677634257,3.5647746218187324,3450.297,0.9832421151057928
B0007,16,1.8587355450601035,39.5636595172155,3.565438928797127,3429.407,0.9829107051087616
B0007,17,1.847817291322145,39.628948319501816,3.565961679108638,3409.484,0.977137065868551
B0007,18,1.8485252916137047,39.225347214914876,3.572496559005355,3390.422,0.9775114607455649
B0007,19,1.848378951850034,39.4126321606434,3.5699492020415136,3390.281,0.9774340753850292
B0007,20,1.8807805437609766,39.95874037686836,3.5464338449590023,3591.734,0.9945682350219243
B0007,21,1.8814721597443598,40.31302300333008,3.5531968089006387,3552.297,0.9949339657767368
B0007,22,1.8810954313244785,39.359447242364645,3.5599340214678805,3531.578,0.994734749488113
B0007,23,1.8710089649779995,39.454159451189874,3.5595604968237993,3492.907,0.9894009644991608
B0007,24,1.8701995151941375,39.641748274009444,3.552385161941813,3511.594,0.9889729225111973
B0007,25,1.8706715362800985,38.86906912217273,3.5707670304281067,3431.9370000000054,0.9892225301434724
B0007,26,1.8596124644020169,39.11839966443177,3.5657224847439295,3431.125,0.9833744254109715
B0007,27,1.860033909718346,38.68010761281634,3.5712835067487094,3412.406,0.9835972882674648
B0007,28,1.8591653109160768,38.863045678198645,3.5679716274891398,3410.688,0.9831379679174215
B0007,29,1.8481398178778288,39.14531169811219,3.5646314038791784,3410.718,0.9773076198804469
B0007,30,1.849201702126164,38.8380564174779,3.568983888921194,3392.719,0.9778691507545129
B0007,31,1.8834677437950846,38.95965174080089,3.564620688944316,3470.672,0.9959892428071969
B0007,32,1.8628211117905844,39.053875772291974,3.5694388142217837,3414.109,0.9850711777410832
B0007,33,1.852085039652352,38.699551697978606,3.568742147335628,3395.219,0.9793938772431541
B0007,34,1.8469504648208708,38.6052414906155,3.5642424070467817,3386.0,0.9766786827220949
B0007,35,1.836828431169018,38.42604747702835,3.5653038098527605,3368.187,0.9713260895248977
B0007,36,1.8371619619672275,39.0468968949422,3.565432167703823,3368.266,0.9715024626474299
B0007,37,1.8316722583718854,38.836764958613884,3.5622303163451425,3358.719,0.9685994738677316
B0007,38,1.8211470951317783,38.49981470604549,3.564481026852489,3339.5,0.9630337032828774
