battery_id,cycle_index,discharge_capacity,max_temperature,avg_voltage_load,time_to_discharge,soh
B0005,1,1.8564874208181574,38.98218133148803,3.5298286688693397,3690.234,1.0
B0005,2,1.846327249719927,39.033397966787035,3.5373201277859714,3672.344,0.9945272071416714
B0005,3,1.8353491942234077,38.818796689817404,3.5437367282719,3651.641,0.9886138595081705
B0005,4,1.8352625275821128,38.7623045063458,3.5436661072601456,3631.563,0.9885671763794173
B0005,5,1.8346455082120419,38.66539257343368,3.5423432526672167,3629.172,0.9882348178817771
B0005,6,1.8356616600675495,38.75169504640032,3.5413347346347575,3652.281,0.9887821697485943
B0005,7,1.8351461429226603,38.8207012322275,3.5410250495075215,3650.828,0.9885044855913476
B0005,8,1.8257567905665537,38.51713023385634,3.554133296801584,3572.453,0.9834468955151549
B0005,9,1.8247738529891333,38.526267904657,3.5529355991467955,3550.594,0.9829174345738104
B0005,10,1.824613268496936,38.52698128472781,3.5512057319376997,3551.25,0.982830935473199
B0005,11,1.8246195526864504,38.54143406601644,3.549292319740949,3530.25,0.9828343204622076
B0005,12,1.8142019357673917,38.52197451768004,3.559759220648976,3491.016,0.9772228539894279
B0005,13,1.8137521577549054,38.582485834057856,3.558081969139198,3470.281,0.9769805803238794
B0005,14,1.8134404914735822,38.520294134873915,3.555692244172496,3470.0,0.9768127007692816
B0005,15,1.8025980036306504,38.21358592965045,3.562746818017503,3450.297,0.9709723768751647
B0005,16,1.80210690024615,38.1983618706913,3.5614521756489204,3429.407,0.9707078432300706
B0005,17,1.802579500826209,38.31926916027133,3.5603420474985823,3409.484,0.9709624103091467
B0005,18,1.8030683142834096,38.4787542519308,3.5591189041401865,3390.422,0.9712257104811376
B0005,19,1.8027776247196041,38.54659017774874,3.557886771846508,3390.281,0.9710691300699019
B0005,20,1.8470259949329193,38.44749852224995,3.5520375235511907,3591.734,0.9949035873989017
B0005,21,1.847417311283644,38.992275791716615,3.5525668436897124,3552.297,0.995114370594272
B0005,22,1.8361774213478947,38.51424197364312,3.556794038327039,3531.578,0.9890599854098058
B0005,23,1.8257807475776242,38.165816144899125,3.5614100044534203,3492.907,0.9834597999985366
B0005,24,1.8251136435078368,38.16526203587147,3.5566107947817986,3511.594,0.9831004632950897
B0005,25,1.8255815042203762,38.27549578575718,3.5586742170266272,3431.9370000000054,0.9833524772367372
B0005,26,1.8140311275083907,37.982160799183106,3.564103182686905,3431.125,0.9771308478400268
B0005,27,1.8147691941158939,38.11100191887773,3.559588063594272,3412.406,0.9775284086310274
B0005,28,1.813969388710352,38.18831137948753,3.556833231052199,3410.688,0.9770975921350076
B0005,29,1.802765665167823,37.998541119085836,3.5624410850948944,3410.718,0.9710626880376818
B0005,30,1.804077040117352,38.194201649765226,3.5591407106855666,3392.719,0.9717690623092355
B0005,31,1.8518025516704486,38.45796400011448,3.5573161327793144,3470.672,0.9974764875349146
B0005,32,1.8307038456739428,38.49126351534004,3.561870782772737,3414.109,0.9861116348782737
B0005,33,1.8199041089501267,38.31473393357882,3.5617586337260088,3395.219,0.9802943389447215
B0005,34,1.8093079637028517,37.861934640176806,3.5597307651083123,3386.0,0.9745867078945714
B0005,35,1.80460990458052,37.90665575786083,3.5575937553540915,3368.187,0.9720560906279802
B0005,36,1.7993770651972192,38.34003238560517,3.5597237883937995,3368.266,0.9692374130950105
B0005,37,1.7884432335370462,38.0745950590744,3.559061771422033,3358.719,0.9633478867036308
B0005,38,1.7829230484252723,38.07252758016199,3.557015527748059,3339.5,0.9603744299218223
B0005,39,1.7730337158018288,37.80133585100446,3.5562481933590964,3331.265,0.9550475246530081
B0005,40,1.773037755078937,38.39873985476869,3.5532756526091784,3321.188,0.9550497004162602
B0005,41,1.7678721106662054,38.74929237918251,3.556266431640255,3321.844,0.9522672175646096
B0005,42,1.7623150704093087,38.87275464755104,3.5563095420140822,3311.828,0.9492739086983165
B0005,43,1.7676172924938447,38.503541429116005,3.558950851054106,3327.391,0.9521299593373235
B0005,44,1.762668359743147,38.27009094548294,3.5534418211598053,3312.078,0.9494642085785509
B0005,45,1.7517304870664143,38.11684755251712,3.5510121537420285,3293.172,0.9435725054869607
B0005,46,1.7418496047960008,38.04152715355532,3.551317608213948,3275.328,0.9382501520146926
B0005,47,1.7360913511847138,38.17980302242767,3.549003180550162,3265.016,0.935148459244402
B0005,48,1.7936240148573608,40.71218198711114,3.5597648340955175,3328.937,0.9661385230754256
B0005,49,1.7831890223273275,39.885261233152924,3.5623454342368555,3329.266,0.9605176972012408
B0005,50,1.7673642076278957,39.18287352945846,3.558336657621618,3301.579,0.9519936347583842
B0005,51,1.7570177850353066,38.951564804030774,3.554013138622869,3283.563,0.9464205172265512
B0005,52,1.7468706179837907,38.607510759873634,3.552376095886298,3275.125,0.9409547290193551
B0005,53,1.7417172507457144,38.920359903369054,3.549618661283733,3265.656,0.9381788592880077
B0005,54,1.7364225056478186,39.23273115358871,3.54938103086703,3266.093,0.9353268361401414
B0005,55,1.7263217239235826,38.964927068400804,3.5472118680418956,3257.594,0.92988603346571
B0005,56,1.7158065389330133,38.83927283461771,3.5467052098640246,3248.593,0.9242220117908766
B0005,57,1.710533351135192,38.82796377704433,3.544629653883431,3238.766,0.9213816005181208
